State,City,Label,Regular,Diesel,Mid,Premium
WY,Casper,Current,2.355,3.881,2.663,2.948
WY,Casper,Yesterday,2.376,3.9,2.684,2.941
WY,Casper,Week Ago,2.445,3.941,2.714,3.031
WY,Casper,Month Ago,2.793,4.303,3.084,3.38
WY,Casper,Year Ago,2.321,4.658,2.602,2.811
WY,Cheyenne,Current,2.885,3.987,3.168,3.431
WY,Cheyenne,Yesterday,2.88,3.989,3.165,3.433
WY,Cheyenne,Week Ago,2.948,4.155,3.235,3.499
WY,Cheyenne,Month Ago,3.229,4.432,3.54,3.774
WY,Cheyenne,Year Ago,2.696,4.622,2.988,3.305
