State,City,Label,Regular,Diesel,Mid,Premium
TX,Lubbock,Current,2.526,3.502,2.926,3.224
TX,Lubbock,Yesterday,2.547,3.517,2.942,3.22
TX,Lubbock,Week Ago,2.599,3.606,3.009,3.29
TX,Lubbock,Month Ago,2.802,3.851,3.191,3.496
TX,Lubbock,Year Ago,2.546,4.038,2.872,3.154
TX,McAllen-Edinburg-Mission,Current,2.619,3.242,2.995,3.318
TX,McAllen-Edinburg-Mission,Yesterday,2.644,3.262,3.029,3.347
TX,McAllen-Edinburg-Mission,Week Ago,2.552,3.368,2.918,3.239
TX,McAllen-Edinburg-Mission,Month Ago,2.871,3.649,3.239,3.563
TX,McAllen-Edinburg-Mission,Year Ago,2.426,3.929,2.765,3.084
TX,Midland,Current,2.643,3.687,3.074,3.319
TX,Midland,Yesterday,2.66,3.704,3.09,3.33
TX,Midland,Week Ago,2.722,3.778,3.179,3.416
TX,Midland,Month Ago,2.96,4.025,3.429,3.632
TX,Midland,Year Ago,2.843,4.411,3.263,3.476
TX,Odessa,Current,2.569,3.538,2.976,3.21
TX,Odessa,Yesterday,2.571,3.551,2.995,3.233
TX,Odessa,Week Ago,2.651,3.63,3.089,3.316
TX,Odessa,Month Ago,2.876,3.916,3.316,3.556
TX,Odessa,Year Ago,2.8,4.489,3.252,3.461
TX,San Angelo,Current,2.507,3.504,2.903,3.209
TX,San Angelo,Yesterday,2.541,3.498,2.913,3.259
TX,San Angelo,Week Ago,2.596,3.583,2.97,3.329
TX,San Angelo,Month Ago,2.764,3.825,3.182,3.472
TX,San Angelo,Year Ago,2.592,4.142,3.017,3.364
TX,Sherman-Denison,Current,2.4,3.108,2.731,3.057
TX,Sherman-Denison,Yesterday,2.41,3.135,2.725,3.084
TX,Sherman-Denison,Week Ago,2.557,3.224,2.868,3.187
TX,Sherman-Denison,Month Ago,2.715,3.634,3.037,3.444
TX,Sherman-Denison,Year Ago,2.534,3.767,2.818,3.165
TX,Tyler,Current,2.477,3.435,2.879,3.207
TX,Tyler,Yesterday,2.486,3.447,2.856,3.199
TX,Tyler,Week Ago,2.56,3.508,2.958,3.296
TX,Tyler,Month Ago,2.684,3.702,3.063,3.421
TX,Tyler,Year Ago,2.615,4.014,3.016,3.337
TX,Victoria,Current,2.525,3.479,2.943,3.259
TX,Victoria,Yesterday,2.543,3.474,2.925,3.223
TX,Victoria,Week Ago,2.56,3.533,2.923,3.226
TX,Victoria,Month Ago,2.746,3.794,3.146,3.438
TX,Victoria,Year Ago,2.611,4.192,2.97,3.249
TX,Waco,Current,2.506,3.381,2.864,3.225
TX,Waco,Yesterday,2.509,3.393,2.872,3.244
TX,Waco,Week Ago,2.576,3.487,2.976,3.321
TX,Waco,Month Ago,2.748,3.722,3.169,3.522
TX,Waco,Year Ago,2.581,4.005,2.907,3.214
TX,Wichita Falls,Current,2.471,3.323,2.856,3.153
TX,Wichita Falls,Yesterday,2.486,3.353,2.877,3.169
TX,Wichita Falls,Week Ago,2.551,3.452,2.95,3.244
TX,Wichita Falls,Month Ago,2.713,3.748,3.139,3.454
TX,Wichita Falls,Year Ago,2.683,4.105,3.09,3.4
